ensembl_gene_id,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSCAFG00000003799,C19H4orf33,145.0971465,-0.616956593,0.396346338,-1.556609798,0.119563156,0.835987116
ENSCAFG00000008342,AGBL2,42.32239492,-0.855093273,0.549330368,-1.556610234,0.119563052,0.835987116
ENSCAFG00000013010,TBL2,730.3892547,0.390863566,0.251085704,1.556693832,0.119543194,0.835987116
ENSCAFG00000043974,NA,3.944822669,-1.714708254,1.101788492,-1.556295302,0.119637888,0.836175706
ENSCAFG00000025069,GABRA2,35.52522721,-2.100971601,1.350364069,-1.555855676,0.119742415,0.83657231
ENSCAFG00000014017,BATF2,106.8085528,0.932068231,0.599225086,1.55545596,0.119837515,0.83690276
ENSCAFG00000007411,CSPP1,503.2200837,0.589978066,0.379378,1.555119342,0.119917649,0.837128471
ENSCAFG00000003443,AGO1,658.04165,-0.525552424,0.338140073,-1.554244721,0.120126054,0.838249083
ENSCAFG00000001303,ENTHD1,2.448595729,4.409392513,2.841219266,1.551936722,0.120677365,0.838959912
ENSCAFG00000002615,DNAAF3,85.60479562,-1.058421321,0.682506334,-1.550786079,0.120952958,0.838959912
ENSCAFG00000004121,KPTN,244.9511313,0.561716705,0.361766277,1.552706103,0.120493364,0.838959912
ENSCAFG00000005902,NALCN,1.207340427,-2.491133815,1.604678153,-1.552419599,0.120561857,0.838959912
ENSCAFG00000006384,TFDP1,3755.937765,-0.300149866,0.193503538,-1.551133732,0.120869639,0.838959912
ENSCAFG00000007851,HMGB2,7850.698665,-0.650595992,0.419627671,-1.550412514,0.121042537,0.838959912
ENSCAFG00000008249,GYG1,876.1078034,-0.498099398,0.321263163,-1.550440433,0.12103584,0.838959912
ENSCAFG00000009908,OCA2,18.99670188,1.909265045,1.23017265,1.552030152,0.120655009,0.838959912
ENSCAFG00000011271,KCNMB3,13.36996972,-1.333519006,0.859086041,-1.552253142,0.120601665,0.838959912
ENSCAFG00000011897,ARV1,201.7580922,-0.53806079,0.346930173,-1.550919555,0.120920963,0.838959912
ENSCAFG00000014065,EFTUD2,6093.351302,0.311744921,0.200955651,1.551312042,0.120826922,0.838959912
ENSCAFG00000016404,TP53BP2,2276.290521,-0.368039501,0.237184829,-1.551699169,0.120734222,0.838959912
ENSCAFG00000031449,UBE2I,3430.441476,-0.249383674,0.160638001,-1.552457529,0.120552787,0.838959912
ENSCAFG00000031955,RPS26,22235.21166,0.440061516,0.283300376,1.553338976,0.120342173,0.838959912
ENSCAFG00000043698,NA,1.92148364,-4.309411723,2.777053435,-1.551792871,0.120711792,0.838959912
ENSCAFG00000044662,NA,1.272236204,2.350651769,1.514324654,1.552277289,0.12059589,0.838959912
ENSCAFG00000048394,NA,61.92837568,-0.824723649,0.531934852,-1.550422286,0.121040193,0.838959912
ENSCAFG00000017133,MAST1,209.6714044,-1.207836682,0.779247818,-1.550003292,0.121140726,0.839308204
ENSCAFG00000005226,TASOR2,2900.88689,0.297517361,0.191999044,1.549577306,0.121243004,0.839659491
ENSCAFG00000009093,BHMT,6.18686258,-3.472707463,2.241359839,-1.549375251,0.12129154,0.839659491
ENSCAFG00000012404,CENATAC,144.7915058,-0.625186753,0.403556373,-1.549193113,0.121335305,0.839659491
ENSCAFG00000008677,SSBP2,762.6231583,-0.99373958,0.641653684,-1.548716395,0.121449911,0.839691712
ENSCAFG00000011540,CCDC39,45.9461083,-1.174702396,0.758716851,-1.548275083,0.121556081,0.839691712
ENSCAFG00000012735,LRCH3,696.3825517,-0.371880986,0.24011217,-1.548780246,0.121434556,0.839691712
ENSCAFG00000012921,NR1I3,2.572874767,-1.96020264,1.26613626,-1.548176686,0.121579763,0.839691712
ENSCAFG00000031211,MANSC1,2312.57419,-0.449602548,0.290371097,-1.548372246,0.121532699,0.839691712
ENSCAFG00000031994,LY6G6D,1.963583677,-3.249920972,2.099701291,-1.547801578,0.121670076,0.839984108
ENSCAFG00000012996,UBXN7,788.4529463,-0.459707263,0.297066635,-1.547488707,0.121745445,0.840173141
ENSCAFG00000049840,NA,215.1577422,1.92840273,1.246839305,1.546632933,0.121951784,0.841265497
ENSCAFG00000014264,BARD1,1066.890973,-0.44481541,0.287720694,-1.545997278,0.122105225,0.841329509
ENSCAFG00000046666,NA,60.66948009,-2.897646161,1.873891215,-1.546325709,0.122025926,0.841329509
ENSCAFG00000047729,NA,1.720078395,-3.597746215,2.32694446,-1.546124661,0.122074464,0.841329509
ENSCAFG00000000399,NA,654.5552708,1.116109068,0.722915918,1.543898869,0.122612834,0.842293526
ENSCAFG00000007051,PLAG1,117.6034241,-0.668515434,0.432880676,-1.544341134,0.122505713,0.842293526
ENSCAFG00000009161,HPS5,780.8142409,-0.646539044,0.418598533,-1.544532513,0.122459381,0.842293526
ENSCAFG00000009663,SCD,7935.4174,0.735574538,0.476293449,1.54437257,0.122498101,0.842293526
ENSCAFG00000013679,RUFY2,598.9990254,-0.531687836,0.344197259,-1.544718389,0.122414395,0.842293526
ENSCAFG00000014576,CNPY4,679.1043402,0.486970392,0.31525796,1.544672788,0.12242543,0.842293526
ENSCAFG00000020147,MTF2,455.6407986,-0.663008184,0.42945729,-1.543827988,0.122630009,0.842293526
ENSCAFG00000028905,CDKN2C,2897.70912,-0.898074253,0.581574698,-1.544211357,0.122537139,0.842293526
ENSCAFG00000000022,ZNF407,695.5679556,-0.365000939,0.236558624,-1.542961884,0.122840024,0.84241408
ENSCAFG00000008341,SPON1,103.7639631,3.045333823,1.973280207,1.54328504,0.122761632,0.84241408
ENSCAFG00000042294,C12orf43,376.017309,0.329719723,0.213615623,1.543518765,0.122704958,0.84241408
ENSCAFG00000047110,TICAM2,135.75666,-0.75170726,0.48712482,-1.543151218,0.12279409,0.84241408
ENSCAFG00000003187,RAB1A,4485.78664,0.437215173,0.283437513,1.542545191,0.122941165,0.842653902
ENSCAFG00000004163,HMCES,1000.359786,-0.85217782,0.552774393,-1.541637658,0.123161669,0.842653902
ENSCAFG00000004277,PTGIR,29.91178897,-2.486878953,1.615500568,-1.539385997,0.123710091,0.842653902
ENSCAFG00000005726,PHOX2A,40.3084906,-0.857021777,0.556847258,-1.539060781,0.123789458,0.842653902
ENSCAFG00000007493,KMT5A,1979.190033,-0.301507791,0.195515832,-1.542114459,0.123045782,0.842653902
ENSCAFG00000008391,HEY1,94.35370295,-1.389633,0.902675993,-1.539459353,0.123692194,0.842653902
ENSCAFG00000010807,PDCD4,184.9703099,-0.970910876,0.630438149,-1.540057305,0.123546386,0.842653902
ENSCAFG00000012588,ROMO1,19.92866928,-0.403703086,0.261869531,-1.54161916,0.123166167,0.842653902
ENSCAFG00000013661,TMIE,1.646683206,-3.544379555,2.300504838,-1.540696414,0.12339069,0.842653902
ENSCAFG00000016023,COQ8A,438.7638839,-0.485260132,0.314972823,-1.540641276,0.123404116,0.842653902
ENSCAFG00000016839,SMG5,3946.799943,0.320939629,0.208446917,1.539670785,0.123640622,0.842653902
ENSCAFG00000018418,RHBDL3,83.85061857,-1.31349049,0.852644844,-1.540489571,0.123441063,0.842653902
ENSCAFG00000018762,DUS3L,1058.242837,0.274956904,0.178601007,1.539503665,0.123681384,0.842653902
ENSCAFG00000019277,NAA60,936.1879158,-0.284127395,0.184565931,-1.539435763,0.123697949,0.842653902
ENSCAFG00000025105,NA,541.2931883,-0.54720923,0.35492352,-1.541766602,0.123130321,0.842653902
ENSCAFG00000032208,CHTF8,2268.070241,-0.253956377,0.164806495,-1.540936702,0.123332192,0.842653902
ENSCAFG00000041426,NA,4.919193316,2.921791047,1.898418296,1.539065997,0.123788185,0.842653902
ENSCAFG00000045162,NA,56.54150275,0.718114428,0.466101318,1.54068311,0.12339393,0.842653902
ENSCAFG00000046360,NA,36.03044456,2.205797036,1.430319429,1.542170924,0.123032064,0.842653902
ENSCAFG00000018357,DRG2,1778.573572,0.414007999,0.26903906,1.538839748,0.123843423,0.84269361
ENSCAFG00000003825,MATN3,41.48132286,-1.285032464,0.8353753,-1.538269643,0.123982699,0.842897117
ENSCAFG00000011326,PRKCA,713.5347692,0.676945157,0.440142676,1.538012998,0.124045437,0.842897117
ENSCAFG00000024667,NA,22.16596834,1.365221136,0.88770085,1.537929288,0.124065905,0.842897117
ENSCAFG00000044983,NA,2.326735299,-1.626337132,1.057188963,-1.538359924,0.123960635,0.842897117
ENSCAFG00000023317,DUSP2,43.01754809,1.661774944,1.080797445,1.537545219,0.124159851,0.843208171
ENSCAFG00000008403,NA,61.06801899,0.44806063,0.291496975,1.537102159,0.124268294,0.843290425
ENSCAFG00000023050,SERPINB13,4.564569826,3.819941546,2.485036399,1.537177301,0.124249897,0.843290425
ENSCAFG00000000608,ARID1B,2349.308425,-0.605601441,0.394281706,-1.535961299,0.124547872,0.843453757
ENSCAFG00000002155,NA,1.679810572,-3.566595287,2.321746881,-1.536168872,0.124496968,0.843453757
ENSCAFG00000015031,ZNF41,70.70758437,-0.619856047,0.403421325,-1.536497972,0.124416295,0.843453757
ENSCAFG00000015894,MED11,572.67037,0.507277989,0.330296834,1.535824557,0.124581415,0.843453757
ENSCAFG00000017830,ZNHIT3,552.3352356,0.222811017,0.14505086,1.536088907,0.124516577,0.843453757
ENSCAFG00000031062,NA,107.0425742,-0.900514098,0.58600758,-1.536693601,0.124368359,0.843453757
ENSCAFG00000011303,GGPS1,244.6224008,-0.44770624,0.291594953,-1.535370331,0.124692887,0.843797831
ENSCAFG00000019593,NA,2.00103903,-4.363439039,2.842215112,-1.535224769,0.124728626,0.843797831
ENSCAFG00000000164,SMAD4,1006.507158,-0.466107512,0.303824414,-1.534134489,0.12499657,0.843888559
ENSCAFG00000001092,TOB2,515.98407,0.425286045,0.277145547,1.534522385,0.124901191,0.843888559
ENSCAFG00000014400,CCDC88B,4956.402474,-0.858833342,0.559869271,-1.533989069,0.125032342,0.843888559
ENSCAFG00000015196,SCNN1A,211.4433124,-0.673895892,0.439476479,-1.533406051,0.125175839,0.843888559
ENSCAFG00000019492,LRRC47,1678.272464,0.285331971,0.186048142,1.533645908,0.125116788,0.843888559
ENSCAFG00000042204,NA,5.52268266,-0.847367893,0.55250725,-1.533677419,0.125109032,0.843888559
ENSCAFG00000044981,NA,2.052604452,4.616109932,3.007704464,1.534761805,0.124842348,0.843888559
ENSCAFG00000047783,NA,577.0548275,0.816898478,0.532680602,1.533561529,0.125137559,0.843888559
ENSCAFG00000049460,NA,54.57682277,0.784301136,0.511468531,1.533429894,0.125169968,0.843888559
ENSCAFG00000011693,KLHDC8B,15.98502542,2.124638011,1.386111534,1.53280451,0.125324029,0.844562395
ENSCAFG00000048129,NA,9.115159642,1.36615323,0.89168253,1.532107206,0.125495982,0.845395787
ENSCAFG00000010955,PTHLH,632.0084827,-2.367655195,1.545809767,-1.531660134,0.125606325,0.845813668
ENSCAFG00000048009,C17orf50,2.304020321,-2.082657714,1.359919375,-1.531456756,0.125656546,0.845826533
ENSCAFG00000015143,TAPBPL,335.3520318,-2.078784662,1.357758948,-1.531041032,0.125759252,0.846192538
ENSCAFG00000002733,IL6,11.15425818,-1.767576787,1.155137894,-1.530186826,0.125970491,0.846254367
ENSCAFG00000006651,NOP56,8703.516207,0.315227821,0.205972396,1.530437221,0.125908542,0.846254367
ENSCAFG00000007129,SCN1B,54.18728333,1.314295582,0.85889084,1.53022424,0.125961233,0.846254367
ENSCAFG00000007549,REEP1,23.66345592,1.70196124,1.112373547,1.530026711,0.126010117,0.846254367
ENSCAFG00000019390,EHMT1,2437.024447,-0.412381462,0.269524977,-1.530030598,0.126009155,0.846254367
ENSCAFG00000028684,JAGN1,655.5144904,0.357948644,0.233981965,1.529812965,0.126063032,0.846285106
ENSCAFG00000009186,HARBI1,92.02274746,-0.341518469,0.223420613,-1.52858979,0.126366169,0.84666379
ENSCAFG00000013094,SENP5,1013.226156,-0.397858743,0.260300633,-1.528458609,0.126398713,0.84666379
ENSCAFG00000014689,NA,48.74178426,-0.572705871,0.374591752,-1.528880087,0.126294174,0.84666379
ENSCAFG00000018082,RBM22,1795.930344,0.318966577,0.208691113,1.528414759,0.126409593,0.84666379
ENSCAFG00000042011,NA,12.74988379,-1.719042175,1.124344908,-1.52892779,0.126282346,0.84666379
ENSCAFG00000042528,NA,273.2229385,-0.547077694,0.357926297,-1.528464654,0.126397213,0.84666379
ENSCAFG00000010417,C35H6orf62,1218.143963,-0.357280223,0.233914893,-1.527394076,0.126663049,0.847065185
ENSCAFG00000014289,DNAJC10,4999.514418,-0.63020844,0.41258148,-1.527476317,0.126642612,0.847065185
ENSCAFG00000019887,GTF3C4,762.1405245,-0.313167398,0.205014245,-1.527539701,0.126626863,0.847065185
ENSCAFG00000035384,NA,57.24205792,-0.520281394,0.34062554,-1.527429191,0.126654322,0.847065185
ENSCAFG00000041670,NA,12.70914295,0.693212332,0.453971323,1.526995863,0.12676204,0.847403512
ENSCAFG00000003623,CASP2,385.5344801,-0.564694452,0.369880102,-1.526695944,0.126836637,0.847434104
ENSCAFG00000004668,IGSF23,27.74713627,-3.910788443,2.562111407,-1.526392815,0.126912066,0.847434104
ENSCAFG00000005294,TK1,7863.023555,-0.514383505,0.337207314,-1.525422149,0.127153838,0.847434104
ENSCAFG00000008770,TMEM116,25.25516801,-2.031300626,1.331247623,-1.52586235,0.127044149,0.847434104
ENSCAFG00000018072,DCTN4,1559.351804,0.288348911,0.189025446,1.525450238,0.127146836,0.847434104
ENSCAFG00000019908,PRRC2B,3245.233417,-0.42868214,0.280994085,-1.52559133,0.127111673,0.847434104
ENSCAFG00000020060,NA,94.91557174,1.18525894,0.776889413,1.52564692,0.12709782,0.847434104
ENSCAFG00000023709,PLK5,2.087161773,-4.42684918,2.900269341,-1.526357955,0.126920743,0.847434104
ENSCAFG00000000909,TTLL12,13769.04119,0.402542516,0.26400912,1.524729585,0.127326559,0.847939674
ENSCAFG00000020411,NEGR1,460.7561234,-2.690329498,1.764349468,-1.524828015,0.127302,0.847939674
ENSCAFG00000025773,NA,7.345882421,0.731322665,0.479742987,1.52440512,0.127407542,0.848156366
ENSCAFG00000000260,IFNGR1,1423.598141,0.905430015,0.59478899,1.522270972,0.127941198,0.848769318
ENSCAFG00000000737,CDC42SE2,583.5883795,-0.598899186,0.394908199,-1.51655293,0.129379597,0.848769318
ENSCAFG00000000822,RAD21,6692.186454,-0.438747705,0.290126261,-1.512264707,0.130466536,0.848769318
ENSCAFG00000001128,TG,4.13544973,-2.118466242,1.396738713,-1.516723366,0.129336542,0.848769318
ENSCAFG00000002319,CRACDL,67.80482316,-2.299743475,1.520804722,-1.512188542,0.130485905,0.848769318
ENSCAFG00000002557,RIMKLA,263.3774506,-0.44984141,0.297187813,-1.513660356,0.130112005,0.848769318
ENSCAFG00000002797,KLF4,638.9883158,1.633136651,1.079658047,1.512642504,0.130370492,0.848769318
ENSCAFG00000002885,HNRNPA2B1,41167.82714,-0.244971099,0.161035761,-1.521221731,0.128204204,0.848769318
ENSCAFG00000005550,PAF1,3031.062757,0.381941209,0.25163443,1.517841611,0.129054332,0.848769318
ENSCAFG00000005862,PLCL2,548.8329061,-1.109610659,0.729027485,-1.522042285,0.127998486,0.848769318
ENSCAFG00000006713,APLP1,1309.169732,-0.986887595,0.650079119,-1.518103822,0.128988228,0.848769318
ENSCAFG00000008879,NA,15260.40612,0.428380985,0.282697176,1.515335213,0.129687535,0.848769318
ENSCAFG00000009973,NA,91.58073238,-0.523146128,0.345015518,-1.516297384,0.129444173,0.848769318
ENSCAFG00000010132,APLP2,14099.04511,1.132739588,0.746385605,1.517633219,0.129106888,0.848769318
ENSCAFG00000010314,SRSF9,4479.112822,0.313292582,0.206164836,1.519621815,0.128606052,0.848769318
ENSCAFG00000010863,BRD9,3867.224044,-0.628871281,0.414600341,-1.516813227,0.129313847,0.848769318
ENSCAFG00000011680,ATP11B,3350.771645,-0.475095729,0.313292645,-1.516459887,0.129403106,0.848769318
ENSCAFG00000011970,PARP14,335.9431268,1.175964519,0.777164703,1.513147103,0.130242297,0.848769318
ENSCAFG00000012075,HORMAD1,619.6118946,-3.944017167,2.607229767,-1.512723281,0.130349963,0.848769318
ENSCAFG00000013214,PDIA3,20045.24351,0.307864151,0.202493679,1.520364253,0.128419453,0.848769318
ENSCAFG00000013284,SMS,2648.479314,0.451237199,0.29615917,1.523630682,0.127600994,0.848769318
ENSCAFG00000013409,PSMA6,3347.608543,0.493654483,0.324592314,1.520844647,0.128298827,0.848769318
ENSCAFG00000013808,KIFBP,1446.558824,-0.444115623,0.292797888,-1.516799271,0.129317371,0.848769318
ENSCAFG00000013844,NCAM1,1636.174986,-2.925134999,1.926955872,-1.518008296,0.129012307,0.848769318
ENSCAFG00000014191,PBX4,56.6871168,-1.051508631,0.694068322,-1.514992974,0.129774183,0.848769318
ENSCAFG00000014653,G6PC1,5.012375005,1.244279918,0.818705568,1.519813675,0.128557811,0.848769318
ENSCAFG00000015616,SIN3B,2127.275146,-0.494290401,0.325750434,-1.517389848,0.129168286,0.848769318
ENSCAFG00000015822,TUT1,1698.375517,0.357120887,0.235943743,1.5135849,0.130131153,0.848769318
ENSCAFG00000015836,SLC25A11,3616.737478,0.584850034,0.384158965,1.522416727,0.127904696,0.848769318
ENSCAFG00000016378,CD6,3.547775177,-3.379503471,2.217809402,-1.523802482,0.127558059,0.848769318
ENSCAFG00000016561,CWC25,704.2594838,0.215758955,0.142625802,1.512762425,0.130340016,0.848769318
ENSCAFG00000017453,INTS3,2362.289798,-0.486012511,0.319170163,-1.522737923,0.127824286,0.848769318
ENSCAFG00000017555,GPR68,1371.883719,-1.576034706,1.036279508,-1.520858701,0.1282953,0.848769318
ENSCAFG00000019072,HSPB11,72.30843785,-0.675180422,0.446338266,-1.512710142,0.130353302,0.848769318
ENSCAFG00000019689,LUC7L,2410.860445,-0.243477059,0.159990528,-1.521821711,0.12805376,0.848769318
ENSCAFG00000019719,TPGS1,178.1001756,-0.723599737,0.478535732,-1.512112238,0.130505312,0.848769318
ENSCAFG00000019796,AHCYL1,4445.339704,-0.190366166,0.125647864,-1.515076822,0.129752951,0.848769318
ENSCAFG00000019822,CHMP1A,1259.872389,0.312259195,0.206498511,1.512161971,0.130492663,0.848769318
ENSCAFG00000019963,FNBP1,934.7434963,-1.110895821,0.729582111,-1.522646737,0.12784711,0.848769318
ENSCAFG00000020172,MVB12B,500.768307,-0.678110046,0.447095511,-1.516700634,0.129342284,0.848769318
ENSCAFG00000025712,NA,5.876744068,-1.923186465,1.265588226,-1.519598891,0.128611817,0.848769318
ENSCAFG00000028577,XK,167.9808224,-2.024272851,1.337429163,-1.51355519,0.130138693,0.848769318
ENSCAFG00000028584,NMUR1,1.646211556,2.517127109,1.664621657,1.51213166,0.130500372,0.848769318
ENSCAFG00000029263,NA,127.9890819,-1.170365985,0.77293268,-1.514188772,0.129977969,0.848769318
ENSCAFG00000030550,RWDD2A,99.01508833,-0.521307187,0.343268472,-1.518657346,0.128848768,0.848769318
ENSCAFG00000030844,NA,59.76848394,-1.776227104,1.174303578,-1.512579146,0.130386595,0.848769318
ENSCAFG00000031409,TMEM176A,8.821421341,1.735397942,1.146332241,1.513869959,0.130058825,0.848769318
ENSCAFG00000032086,CBX2,337.2428038,-0.81949712,0.541953067,-1.512118245,0.130503784,0.848769318
ENSCAFG00000032414,PLEKHA2,638.111695,-1.214749218,0.797732877,-1.522751855,0.127820799,0.848769318
ENSCAFG00000041073,UNC50,597.3081224,0.403349245,0.266277243,1.514771747,0.129830218,0.848769318
ENSCAFG00000041982,NA,2.424891061,2.904251176,1.910761465,1.519944394,0.128524952,0.848769318
ENSCAFG00000042008,NA,2.328187757,-4.585243855,3.022744139,-1.516914315,0.129288319,0.848769318
ENSCAFG00000043625,NA,1.97330478,4.559148539,3.008218374,1.515564355,0.129629546,0.848769318
ENSCAFG00000044021,NA,9.754464256,-2.275319849,1.49777114,-1.519137196,0.128727966,0.848769318
ENSCAFG00000044137,NA,269.2796686,0.647136758,0.427343439,1.514324775,0.129943488,0.848769318
ENSCAFG00000044274,EPSTI1,70.10235122,-1.390183148,0.912894626,-1.522829807,0.127801291,0.848769318
ENSCAFG00000045875,NA,18.47939738,-2.18075547,1.431829019,-1.523055785,0.12774475,0.848769318
ENSCAFG00000047810,PLAC8,166.5701898,-3.530773331,2.322864082,-1.520008578,0.12850882,0.848769318
ENSCAFG00000048570,NA,6.292957739,-1.896085214,1.252681361,-1.51362132,0.130121911,0.848769318
ENSCAFG00000049134,H3C6,8.806355069,0.903066234,0.593579644,1.521390166,0.128161955,0.848769318
ENSCAFG00000049365,NA,624.766201,0.219082626,0.144746871,1.513556901,0.130138259,0.848769318
ENSCAFG00000049663,NA,2.376786862,2.489852059,1.644734041,1.513832629,0.130068295,0.848769318
ENSCAFG00000010642,CSTB,3644.131889,0.817077309,0.540446605,1.511855751,0.130570563,0.848878356
ENSCAFG00000000884,WDR27,51.63588127,1.660701489,1.099827276,1.509965724,0.13105217,0.848917033
ENSCAFG00000003995,FYN,1858.80037,-1.402877479,0.929117303,-1.509903511,0.131068047,0.848917033
ENSCAFG00000004488,SLC39A12,1.379224706,2.175646713,1.441658964,1.50912717,0.131266287,0.848917033
ENSCAFG00000005107,NA,13.52131387,0.583148828,0.386072048,1.510466327,0.130924475,0.848917033
ENSCAFG00000006496,MITF,690.1289244,1.43236273,0.948803007,1.509652393,0.131132145,0.848917033
ENSCAFG00000007494,SGTB,472.1538526,-0.349806383,0.231690923,-1.509797533,0.131095095,0.848917033
ENSCAFG00000009385,NA,104.1577992,-2.11652705,1.402052864,-1.509591474,0.131147698,0.848917033
ENSCAFG00000010589,FGD4,189.039671,1.357267989,0.899254103,1.509326435,0.131215383,0.848917033
ENSCAFG00000012827,TCN2,655.8125176,1.211527015,0.801970683,1.51068741,0.130868112,0.848917033
ENSCAFG00000013261,PCMTD2,456.5834868,-0.456033595,0.302009493,-1.509997551,0.131044049,0.848917033
ENSCAFG00000016946,SLC35B1,1964.23816,0.277376828,0.183853334,1.508685331,0.131379216,0.848917033
ENSCAFG00000018828,CIDEA,1.626224825,1.786769076,1.182523747,1.510979446,0.130793688,0.848917033
ENSCAFG00000018991,DPP9,3575.76054,0.496749005,0.329210749,1.508908827,0.131322084,0.848917033
ENSCAFG00000019370,HASPIN,765.0190069,-0.335398806,0.222076862,-1.510282534,0.130971346,0.848917033
ENSCAFG00000029505,NA,1.749672851,1.316459671,0.871990227,1.509718378,0.1311153,0.848917033
ENSCAFG00000043383,NA,3.663247787,3.7295963,2.472221934,1.508600926,0.131400797,0.848917033
ENSCAFG00000043862,NA,134.6751773,0.391331224,0.259361792,1.508823717,0.131343838,0.848917033
ENSCAFG00000007888,FFAR4,1.939917804,4.53495648,3.008442821,1.507409896,0.131705624,0.850258872
ENSCAFG00000023294,HTATSF1,2342.434975,-0.238838586,0.158430551,-1.507528597,0.13167522,0.850258872
ENSCAFG00000000066,VPS4B,1988.46929,-0.311770039,0.208716956,-1.493745617,0.135242121,0.853379598
ENSCAFG00000000135,BAZ2A,2924.308343,0.296170604,0.197243302,1.501549614,0.133213464,0.853379598
ENSCAFG00000000447,IER3,4559.314935,0.823950855,0.550132893,1.497730577,0.134203264,0.853379598
ENSCAFG00000000674,ZBTB12,263.8668468,-0.580147345,0.387748745,-1.496193999,0.134603108,0.853379598
ENSCAFG00000001018,CCDC134,6.446960238,1.120344387,0.749774393,1.494241999,0.135112379,0.853379598
ENSCAFG00000001361,APOBEC3Z3,53.73401004,-2.196270359,1.472933576,-1.491085813,0.135938966,0.853379598
ENSCAFG00000001853,ABCC10,1208.497223,0.261392035,0.175301231,1.491102108,0.135934689,0.853379598
ENSCAFG00000002122,MRPS9,2303.426796,0.304104559,0.203025912,1.497860825,0.134169414,0.853379598
ENSCAFG00000002927,CCDC85A,9.152738551,-2.221188313,1.478839386,-1.501980765,0.133102076,0.853379598
ENSCAFG00000002990,ECPAS,6326.805395,-0.382902994,0.256412733,-1.493307252,0.135356778,0.853379598
ENSCAFG00000003017,CPVL,4.685773863,1.894484821,1.262501364,1.500580415,0.13346412,0.853379598
ENSCAFG00000003595,SFPQ,9937.757485,-0.298049345,0.198473426,-1.501709076,0.133172259,0.853379598
ENSCAFG00000003675,PTH2,1.20138765,2.463700886,1.641015075,1.501327394,0.133270903,0.853379598
ENSCAFG00000003679,C15H16orf87,537.5173563,-0.541137363,0.360332027,-1.501774261,0.133155418,0.853379598
ENSCAFG00000003862,NA,12.98276044,-2.678255187,1.785457583,-1.500038541,0.133604419,0.853379598
ENSCAFG00000005198,NA,246.5671465,0.516229278,0.344384672,1.498990286,0.133876152,0.853379598
ENSCAFG00000005345,SERTAD1,551.1392774,0.57244791,0.381540547,1.500359307,0.133521354,0.853379598
ENSCAFG00000005633,FCHSD2,515.3160365,-1.007643542,0.673574201,-1.495965167,0.134662733,0.853379598
ENSCAFG00000005638,SIRT2,734.5254818,0.456078061,0.305215752,1.494280875,0.135102222,0.853379598
ENSCAFG00000006143,TUBGCP3,2463.625439,-0.352497993,0.235072746,-1.499527271,0.133736899,0.853379598
ENSCAFG00000006536,NA,1676.45554,0.440218887,0.293081943,1.502033465,0.133088467,0.853379598
ENSCAFG00000007786,CHMP2B,736.0682398,-0.440849211,0.295240042,-1.493189097,0.135387695,0.853379598
ENSCAFG00000009236,CHD6,1476.12613,-0.502921625,0.335567766,-1.498718519,0.13394667,0.853379598
ENSCAFG00000009237,RMDN3,1368.565545,0.572239524,0.382348799,1.496642661,0.134486263,0.853379598
ENSCAFG00000009651,PPP1R15B,1869.213177,-0.489572741,0.326319863,-1.500284834,0.133540636,0.853379598
ENSCAFG00000009674,CHAF1B,1550.455645,-0.410762104,0.274983576,-1.493769593,0.135235852,0.853379598
ENSCAFG00000009745,UBE2C,3716.647329,0.321755085,0.214285417,1.501525815,0.133219615,0.853379598
ENSCAFG00000010060,RRP9,2070.945789,0.365892332,0.245379889,1.491125998,0.135928418,0.853379598
ENSCAFG00000010449,FOXRED1,2176.348421,0.587161336,0.392186213,1.497149355,0.1343544,0.853379598
ENSCAFG00000011068,FOXN3,27.41885165,-0.937443219,0.626417791,-1.496514357,0.134519669,0.853379598
ENSCAFG00000011130,SCN2A,64.36841266,-2.169285791,1.45357086,-1.492383929,0.135598526,0.853379598
ENSCAFG00000011509,ZNF202,413.408851,0.602906975,0.404324254,1.491147191,0.135922855,0.853379598
ENSCAFG00000011594,RLBP1,9.20640373,1.519769059,1.01031812,1.504248047,0.132517511,0.853379598
ENSCAFG00000011669,SRSF4,2752.485589,-0.394856004,0.263277395,-1.499771766,0.133673533,0.853379598
ENSCAFG00000011713,DDX5,19674.22881,-0.265039912,0.176824319,-1.498888351,0.133902599,0.853379598
ENSCAFG00000012151,NUP133,2028.911925,-0.334532441,0.223258262,-1.49841013,0.134026726,0.853379598
ENSCAFG00000013144,NUBPL,112.7738606,0.368284274,0.246668317,1.493034362,0.135428192,0.853379598
ENSCAFG00000013213,NA,91.38595641,0.387377826,0.259517011,1.492687609,0.135518978,0.853379598
ENSCAFG00000013292,RNASEH2C,759.8858514,-0.571605216,0.380596088,-1.501868342,0.133131114,0.853379598
ENSCAFG00000013305,DNAJC12,57.30105731,-1.176527753,0.784181889,-1.500325078,0.133530217,0.853379598
ENSCAFG00000013441,VENTX,1.212070767,2.388085356,1.589862817,1.502070071,0.133079013,0.853379598
ENSCAFG00000014061,DIXDC1,482.859592,-1.033133739,0.687868015,-1.501936005,0.133113637,0.853379598
ENSCAFG00000014276,TMUB2,449.8388068,0.345473576,0.231602254,1.491667587,0.13578631,0.853379598
ENSCAFG00000014778,ACRBP,14.21252467,-2.138766403,1.430737978,-1.494869387,0.134948533,0.853379598
ENSCAFG00000015597,ASIC4,4.848183456,-1.298767117,0.867605477,-1.496955876,0.13440474,0.853379598
